Timestamps are UTC timezone,https://www.CryptoDataDownload.com
date,symbol,open,high,low,close,volume_btc,volume
2019-02-01 04-AM,BTCUSD,3396.02,3396.03,3388,3389.26,181.16,614399.94
2019-02-01 03-AM,BTCUSD,3388.21,3398.76,3382.22,3396.02,287.74,975700.55
2019-02-01 02-AM,BTCUSD,3386.2,3392.18,3380.61,3388.21,387.02,1310719.58
2019-02-01 01-AM,BTCUSD,3410.62,3411.16,3369.62,3386.2,792.53,2691527.87
2019-02-01 12-AM,BTCUSD,3411.49,3419.88,3407.16,3410.62,494.35,1687464.36
2019-01-31 11-PM,BTCUSD,3421.73,3421.73,3406.77,3411.49,627.37,2141397.47
2019-01-31 10-PM,BTCUSD,3416.71,3422.99,3416.7,3421.73,274.02,937284.87
2019-01-31 09-PM,BTCUSD,3424,3425,3413.85,3416.71,306.51,1048067.22
2019-01-31 08-PM,BTCUSD,3412.87,3424,3410.22,3424,323.44,1105790.05
2019-01-31 07-PM,BTCUSD,3401.49,3419,3399.03,3412.87,378.9,1292392.52
2019-01-31 06-PM,BTCUSD,3405.52,3406.4,3396.95,3401.49,479.3,1629988.12
2019-01-31 05-PM,BTCUSD,3405.59,3411.02,3405,3405.52,285.8,973925.8
2019-01-31 04-PM,BTCUSD,3415.29,3416.63,3405.58,3405.59,337.15,1149905.02
2019-01-31 03-PM,BTCUSD,3406.33,3419.99,3406.32,3415.29,288.27,983785.75
2019-01-31 02-PM,BTCUSD,3419.13,3420,3402.68,3406.33,239.65,817638.96
2019-01-31 01-PM,BTCUSD,3412.72,3420.02,3412.71,3419.13,158.14,540042.09
2019-01-31 12-PM,BTCUSD,3410,3419.09,3405,3412.72,252.98,863094.56
2019-01-31 11-AM,BTCUSD,3405.04,3411.21,3400,3410,193.33,658599.16
2019-01-31 10-AM,BTCUSD,3416.72,3422.53,3396.74,3405.04,405.23,1380478.16
2019-01-31 09-AM,BTCUSD,3419.27,3422.73,3401.96,3416.72,196.89,671588.62
2019-01-31 08-AM,BTCUSD,3451.9,3451.91,3411,3419.27,447.89,1533959.77
2019-01-31 07-AM,BTCUSD,3450,3452.61,3445,3451.9,113.22,390403.47
2019-01-31 06-AM,BTCUSD,3444.18,3453.76,3442,3450,97.99,337649.45
2019-01-31 05-AM,BTCUSD,3448.98,3450,3442,3444.18,113.7,391895.1
2019-01-31 04-AM,BTCUSD,3447.93,3449,3440.04,3448.98,180.1,620403.68
2019-01-31 03-AM,BTCUSD,3450.82,3454,3446.14,3447.93,228.03,786820.41
2019-01-31 02-AM,BTCUSD,3452.06,3453.59,3450,3450.82,339.62,1172146.59
2019-01-31 01-AM,BTCUSD,3463.01,3463.01,3451,3452.06,307.94,1064709.0
2019-01-31 12-AM,BTCUSD,3437.55,3473.4,3436.05,3463.01,572.91,1979703.32
2019-01-30 11-PM,BTCUSD,3440.02,3442.66,3430.97,3437.55,343.62,1181578.31
2019-01-30 10-PM,BTCUSD,3431.63,3441.95,3431.39,3440.02,441.96,1519309.16
2019-01-30 09-PM,BTCUSD,3433.63,3435.12,3429.28,3431.63,271.6,932138.28
2019-01-30 08-PM,BTCUSD,3436.32,3439.99,3430.02,3433.63,400.66,1376502.16
2019-01-30 07-PM,BTCUSD,3442.91,3445,3435,3436.32,292.21,1004985.57
2019-01-30 06-PM,BTCUSD,3439.76,3450,3438.5,3442.91,385.36,1327313.81
2019-01-30 05-PM,BTCUSD,3437.93,3441,3437.23,3439.76,352.45,1212259.75
2019-01-30 04-PM,BTCUSD,3443.7,3447.5,3437.23,3437.93,395.47,1360752.59
2019-01-30 03-PM,BTCUSD,3441.41,3443.7,3432,3443.7,280.15,963569.04
2019-01-30 02-PM,BTCUSD,3439.08,3441.42,3433.33,3441.41,322.6,1108737.54
2019-01-30 01-PM,BTCUSD,3442.91,3459.41,3435.58,3439.08,539.53,1859623.24
2019-01-30 12-PM,BTCUSD,3414.57,3457.1,3411.05,3442.91,706.53,2429377.39
2019-01-30 11-AM,BTCUSD,3422.51,3430,3412.1,3414.57,246.43,842987.98
2019-01-30 10-AM,BTCUSD,3413.56,3422.51,3410,3422.51,136.57,466654.37
2019-01-30 09-AM,BTCUSD,3417.33,3418.2,3410.01,3413.56,89.43,305324.13
2019-01-30 08-AM,BTCUSD,3410.99,3420,3409.55,3417.33,237.64,811403.24
2019-01-30 07-AM,BTCUSD,3410.99,3411,3406.73,3410.99,142.14,484407.47
2019-01-30 06-AM,BTCUSD,3422.66,3424.19,3409.05,3410.99,190.56,650790.63
2019-01-30 05-AM,BTCUSD,3414.44,3433.12,3414.44,3422.66,360.17,1232972.89
2019-01-30 04-AM,BTCUSD,3405.52,3427,3405.51,3414.44,464.51,1586919.14
2019-01-30 03-AM,BTCUSD,3398.49,3412,3397.8,3405.52,500.82,1705913.03
2019-01-30 02-AM,BTCUSD,3386.77,3405.56,3384.8,3398.49,482.19,1636950.11
2019-01-30 01-AM,BTCUSD,3380.37,3388,3377.13,3386.77,271.43,918739.43
2019-01-30 12-AM,BTCUSD,3397.42,3397.42,3373.35,3380.37,439.57,1486434.74
2019-01-29 11-PM,BTCUSD,3396.93,3399.38,3394,3397.42,225.64,766484.33
2019-01-29 10-PM,BTCUSD,3402.06,3403,3388,3396.93,315.23,1070951.89
2019-01-29 09-PM,BTCUSD,3400.58,3406.29,3398.04,3402.06,377.04,1283071.67
2019-01-29 08-PM,BTCUSD,3407.84,3418,3400.56,3400.58,318.44,1086040.03
2019-01-29 07-PM,BTCUSD,3400.49,3410.1,3400.49,3407.84,331.31,1127878.88
2019-01-29 06-PM,BTCUSD,3398.66,3401.3,3392.28,3400.49,366.66,1245361.23
2019-01-29 05-PM,BTCUSD,3405.06,3414.99,3396.67,3398.66,542.74,1846922.85
2019-01-29 04-PM,BTCUSD,3404.74,3418.03,3404.73,3405.06,322.98,1101646.48
2019-01-29 03-PM,BTCUSD,3406.01,3406.72,3397,3404.74,302.86,1029841.12
2019-01-29 02-PM,BTCUSD,3396.59,3406.74,3390,3406.01,377.23,1282388.91
2019-01-29 01-PM,BTCUSD,3382.64,3405,3382.64,3396.59,321.9,1092621.94
2019-01-29 12-PM,BTCUSD,3375,3390.56,3375,3382.64,187.65,634502.65
2019-01-29 11-AM,BTCUSD,3383.16,3389.2,3371.65,3375,225.87,763223.21
2019-01-29 10-AM,BTCUSD,3386.7,3386.7,3378,3383.16,159.73,540310.83
2019-01-29 09-AM,BTCUSD,3375.69,3390.73,3374.46,3386.7,158.89,537893.5
2019-01-29 08-AM,BTCUSD,3358.5,3385.2,3358.5,3375.69,476.84,1607921.47
2019-01-29 07-AM,BTCUSD,3385.24,3385.94,3337.87,3358.5,698.9,2349293.71
2019-01-29 06-AM,BTCUSD,3389,3397.75,3375.18,3385.24,482.8,1635083.52
2019-01-29 05-AM,BTCUSD,3405,3405,3381.02,3389,441.99,1499702.01
2019-01-29 04-AM,BTCUSD,3408.01,3412.88,3404.48,3405,271.62,925651.31
2019-01-29 03-AM,BTCUSD,3420.37,3422.84,3406.01,3408.01,333.61,1139401.59
2019-01-29 02-AM,BTCUSD,3418.74,3424.22,3417.3,3420.37,222.75,762138.28
2019-01-29 01-AM,BTCUSD,3432.33,3432.33,3417.37,3418.74,392.05,1341740.03
2019-01-29 12-AM,BTCUSD,3429.95,3438.4,3429.95,3432.33,313.45,1076392.4
2019-01-28 11-PM,BTCUSD,3427.05,3439.51,3427.04,3429.95,309.81,1064054.33
2019-01-28 10-PM,BTCUSD,3416.07,3427.05,3415.9,3427.05,303.34,1037770.82
2019-01-28 09-PM,BTCUSD,3419.79,3420.01,3414.9,3416.07,255.27,872466.92
2019-01-28 08-PM,BTCUSD,3417.38,3424.45,3413.37,3419.79,422.62,1445533.86
2019-01-28 07-PM,BTCUSD,3417.89,3419,3412,3417.38,258.3,881809.01
2019-01-28 06-PM,BTCUSD,3413.86,3422,3413.76,3417.89,514.02,1757221.72
2019-01-28 05-PM,BTCUSD,3410.38,3416.6,3407.44,3413.86,360.11,1228862.83
2019-01-28 04-PM,BTCUSD,3416.01,3425,3405.81,3410.38,490.58,1676074.45
2019-01-28 03-PM,BTCUSD,3415.11,3427.07,3374.02,3416.01,1625.12,5527580.74
2019-01-28 02-PM,BTCUSD,3418,3418,3410.1,3415.11,367.11,1253201.86
2019-01-28 01-PM,BTCUSD,3408.22,3426.01,3407.22,3418,262.23,895919.67
2019-01-28 12-PM,BTCUSD,3409.76,3418.4,3402.79,3408.22,319.93,1091414.92
2019-01-28 11-AM,BTCUSD,3422.98,3424.45,3396.17,3409.76,270.19,921909.92
2019-01-28 10-AM,BTCUSD,3433.76,3433.97,3417.98,3422.98,216.69,742012.53
2019-01-28 09-AM,BTCUSD,3412.37,3434.03,3412.11,3433.76,269.03,921649.12
2019-01-28 08-AM,BTCUSD,3436.88,3436.88,3406.13,3412.37,334.95,1145887.84
2019-01-28 07-AM,BTCUSD,3429.93,3447.56,3429.93,3436.88,320.84,1103618.58
2019-01-28 06-AM,BTCUSD,3423.15,3438.99,3385.01,3429.93,1181.6,4031129.36
2019-01-28 05-AM,BTCUSD,3465.34,3466.5,3418.13,3423.15,856.51,2944912.02
2019-01-28 04-AM,BTCUSD,3468.61,3477.98,3455,3465.34,592.95,2056196.42
2019-01-28 03-AM,BTCUSD,3501.5,3501.5,3462.49,3468.61,756.01,2631784.27
2019-01-28 02-AM,BTCUSD,3502.92,3513.59,3491.17,3501.5,487.84,1709787.73
2019-01-28 01-AM,BTCUSD,3528.79,3531.28,3501.1,3502.92,525.77,1848995.54
2019-01-28 12-AM,BTCUSD,3531.01,3535.92,3520,3528.79,320.21,1129821.19
2019-01-27 11-PM,BTCUSD,3541.36,3544.59,3530,3531.01,353.13,1250141.24
2019-01-27 10-PM,BTCUSD,3541.38,3543,3540,3541.36,165.81,587212.38
2019-01-27 09-PM,BTCUSD,3549.99,3550,3541.38,3541.38,172.9,613123.5
2019-01-27 08-PM,BTCUSD,3548.63,3550,3548.63,3549.99,165.23,586539.21
2019-01-27 07-PM,BTCUSD,3546.65,3548.83,3546.01,3548.63,142.37,505078.06
2019-01-27 06-PM,BTCUSD,3549.9,3549.9,3545.28,3546.65,121.42,430787.88
2019-01-27 05-PM,BTCUSD,3545.47,3557.99,3544.83,3549.9,171.79,609763.22
2019-01-27 04-PM,BTCUSD,3538.2,3549.83,3538.19,3545.47,161.9,573953.63
2019-01-27 03-PM,BTCUSD,3537.11,3545,3536.07,3538.2,117.5,415953.05
2019-01-27 02-PM,BTCUSD,3534.02,3543.09,3471.98,3537.11,596.56,2092145.01
2019-01-27 01-PM,BTCUSD,3534.18,3536,3524,3534.02,107.37,379111.88
2019-01-27 12-PM,BTCUSD,3534.75,3539.16,3530.83,3534.18,101.83,360064.54
2019-01-27 11-AM,BTCUSD,3531.52,3543,3513.51,3534.75,154.45,544497.26
2019-01-27 10-AM,BTCUSD,3542.55,3543.32,3529.02,3531.52,102.3,361698.66
2019-01-27 09-AM,BTCUSD,3554.55,3555.57,3536.21,3542.55,86.65,307228.59
2019-01-27 08-AM,BTCUSD,3549.01,3555.09,3549,3554.55,72.89,258888.75
2019-01-27 07-AM,BTCUSD,3549,3549.01,3543.01,3549.01,88.44,313758.93
2019-01-27 06-AM,BTCUSD,3550.35,3550.62,3549,3549,63.38,224994.9
2019-01-27 05-AM,BTCUSD,3554.02,3554.02,3550,3550.35,98.57,350018.36
2019-01-27 04-AM,BTCUSD,3562.48,3562.49,3551.5,3554.02,122.75,436705.61
2019-01-27 03-AM,BTCUSD,3562.8,3562.9,3559.01,3562.48,81.0,288460.27
2019-01-27 02-AM,BTCUSD,3556.99,3562.8,3555.06,3562.8,104.2,370904.53
2019-01-27 01-AM,BTCUSD,3557.49,3557.8,3547.8,3556.99,120.92,429609.99
2019-01-27 12-AM,BTCUSD,3556.07,3557.99,3525,3557.49,394.82,1399434.16
2019-01-26 11-PM,BTCUSD,3566,3566,3554.55,3556.07,126.65,450647.58
2019-01-26 10-PM,BTCUSD,3557.49,3566,3555.8,3566,171.5,610708.84
2019-01-26 09-PM,BTCUSD,3555.24,3558.07,3555.23,3557.49,147.13,523329.96
2019-01-26 08-PM,BTCUSD,3559.48,3565,3555.22,3555.24,193.2,687897.0
2019-01-26 07-PM,BTCUSD,3561.76,3561.76,3556.1,3559.48,135.85,483567.14
2019-01-26 06-PM,BTCUSD,3559.91,3562,3555.25,3561.76,266.23,947514.8
2019-01-26 05-PM,BTCUSD,3554.31,3563,3554.31,3559.91,173.17,616260.93
2019-01-26 04-PM,BTCUSD,3551.54,3559.83,3545.26,3554.31,297.56,1056751.49
2019-01-26 03-PM,BTCUSD,3580,3580,3540,3551.54,279.89,996567.78
2019-01-26 02-PM,BTCUSD,3578.05,3583.19,3576.23,3580,143.46,513630.53
2019-01-26 01-PM,BTCUSD,3578.5,3586.07,3577.83,3578.05,99.06,354894.79
2019-01-26 12-PM,BTCUSD,3585.46,3585.47,3575.75,3578.5,83.01,297094.02
2019-01-26 11-AM,BTCUSD,3592.48,3595.01,3585.46,3585.46,80.88,290289.39
2019-01-26 10-AM,BTCUSD,3596.74,3601.78,3592.46,3592.48,74.75,268928.33
2019-01-26 09-AM,BTCUSD,3605,3607.58,3593.88,3596.74,59.93,215931.41
2019-01-26 08-AM,BTCUSD,3619.5,3623.08,3591.17,3605,230.16,830513.98
2019-01-26 07-AM,BTCUSD,3577.22,3657.76,3570.41,3619.5,571.47,2070132.12
2019-01-26 06-AM,BTCUSD,3566.99,3580,3566.99,3577.22,361.15,1290503.71
2019-01-26 05-AM,BTCUSD,3567.37,3567.51,3565.35,3566.99,116.91,416880.46
2019-01-26 04-AM,BTCUSD,3570.79,3571,3565.96,3567.37,109.17,389598.2
2019-01-26 03-AM,BTCUSD,3565,3571.97,3561.98,3570.79,222.51,794233.89
2019-01-26 02-AM,BTCUSD,3561.78,3565,3558.95,3565,279.91,996933.3
2019-01-26 01-AM,BTCUSD,3559.27,3563,3558.71,3561.78,153.71,547323.48
2019-01-26 12-AM,BTCUSD,3562.18,3564.92,3559.26,3559.27,156.77,558365.05
2019-01-25 11-PM,BTCUSD,3563.32,3563.81,3560.15,3562.18,201.42,717416.6
2019-01-25 10-PM,BTCUSD,3558.88,3566,3557.52,3563.32,289.54,1031082.0
2019-01-25 09-PM,BTCUSD,3554,3565.6,3553.99,3558.88,406.03,1445744.3
2019-01-25 08-PM,BTCUSD,3547,3555,3541.5,3554,285.47,1012813.63
2019-01-25 07-PM,BTCUSD,3541,3547.65,3537.05,3547,285.73,1012490.65
2019-01-25 06-PM,BTCUSD,3556.01,3556.01,3539,3541,396.46,1405751.29
2019-01-25 05-PM,BTCUSD,3551,3558.49,3550.99,3556.01,272.05,967385.9
2019-01-25 04-PM,BTCUSD,3562.56,3568.14,3548.71,3551,316.28,1124435.17
2019-01-25 03-PM,BTCUSD,3553.66,3568.93,3553.65,3562.56,375.15,1335284.17
2019-01-25 02-PM,BTCUSD,3544.99,3555.05,3542.29,3553.66,372.39,1321640.5
2019-01-25 01-PM,BTCUSD,3544.9,3551.58,3540.72,3544.99,210.48,746512.29
2019-01-25 12-PM,BTCUSD,3535.04,3545.05,3530.2,3544.9,150.74,533123.14
2019-01-25 11-AM,BTCUSD,3541.82,3555.99,3522.03,3535.04,340.78,1206603.94
2019-01-25 10-AM,BTCUSD,3553.64,3553.65,3537.46,3541.82,182.69,647309.94
2019-01-25 09-AM,BTCUSD,3542.04,3559.96,3539.97,3553.64,211.94,752370.66
2019-01-25 08-AM,BTCUSD,3565.99,3565.99,3510.01,3542.04,615.81,2177581.45
2019-01-25 07-AM,BTCUSD,3563.72,3566,3560.58,3565.99,218.45,778661.71
2019-01-25 06-AM,BTCUSD,3563.75,3568.05,3560.41,3563.72,141.23,503347.39
2019-01-25 05-AM,BTCUSD,3572,3572,3554,3563.75,209.73,747381.63
2019-01-25 04-AM,BTCUSD,3569.75,3573,3569,3572,143.14,511185.5
2019-01-25 03-AM,BTCUSD,3568.66,3575,3568.21,3569.75,198.17,707726.2
2019-01-25 02-AM,BTCUSD,3577.89,3578.33,3568.21,3568.66,257.7,920953.68
2019-01-25 01-AM,BTCUSD,3570.98,3578.79,3565,3577.89,248.28,886896.75
2019-01-25 12-AM,BTCUSD,3568.97,3573.54,3567.18,3570.98,218.21,779188.77
2019-01-24 11-PM,BTCUSD,3566.64,3573.97,3560,3568.97,285.12,1017024.42
2019-01-24 10-PM,BTCUSD,3571,3578.97,3566.63,3566.64,296.96,1060688.79
2019-01-24 09-PM,BTCUSD,3569.35,3571.91,3565.79,3571,265.41,947285.71
2019-01-24 08-PM,BTCUSD,3578.37,3590.95,3566.02,3569.35,359.02,1284567.31
2019-01-24 07-PM,BTCUSD,3560.47,3595.83,3560.47,3578.37,546.81,1957281.67
2019-01-24 06-PM,BTCUSD,3556.83,3564.27,3556.76,3560.47,290.02,1032726.27
2019-01-24 05-PM,BTCUSD,3558.02,3560.25,3551.61,3556.83,261.73,930561.72
2019-01-24 04-PM,BTCUSD,3557.25,3558.46,3551.88,3558.02,305.25,1085620.76
2019-01-24 03-PM,BTCUSD,3561.89,3564.72,3548.51,3557.25,245.45,872878.49
2019-01-24 02-PM,BTCUSD,3562.72,3574.01,3558.05,3561.89,171.11,610116.75
2019-01-24 01-PM,BTCUSD,3567.31,3574.03,3560,3562.72,256.37,913984.93
2019-01-24 12-PM,BTCUSD,3558.73,3567.83,3550,3567.31,129.65,461555.35
2019-01-24 11-AM,BTCUSD,3540.23,3566.56,3532.77,3558.73,361.81,1285350.81
2019-01-24 10-AM,BTCUSD,3545,3545,3537.56,3540.23,113.73,402655.02
2019-01-24 09-AM,BTCUSD,3545,3545,3538.34,3545,124.26,440185.06
2019-01-24 08-AM,BTCUSD,3547,3547,3540.89,3545,72.62,257351.86
2019-01-24 07-AM,BTCUSD,3535.91,3547.08,3535.44,3547,144.67,512215.95
2019-01-24 06-AM,BTCUSD,3531.76,3540.01,3531.76,3535.91,105.06,371626.95
2019-01-24 05-AM,BTCUSD,3540.01,3541.2,3530.1,3531.76,157.28,556059.11
2019-01-24 04-AM,BTCUSD,3535.77,3544.62,3535,3540.01,172.94,612403.06
2019-01-24 03-AM,BTCUSD,3546.26,3547.99,3533.8,3535.77,188.02,665803.43
2019-01-24 02-AM,BTCUSD,3541.18,3549,3535.61,3546.26,172.72,612028.62
2019-01-24 01-AM,BTCUSD,3556.99,3558.32,3534.28,3541.18,336.55,1193463.06
2019-01-24 12-AM,BTCUSD,3553.01,3557.09,3548.51,3556.99,244.62,869499.59
2019-01-23 11-PM,BTCUSD,3552.84,3554,3546.3,3553.01,308.92,1096817.53
2019-01-23 10-PM,BTCUSD,3544.83,3558.83,3543.79,3552.84,275.0,976573.8
2019-01-23 09-PM,BTCUSD,3539.25,3544.83,3532.15,3544.83,261.46,924637.32
2019-01-23 08-PM,BTCUSD,3534.69,3553.83,3523.64,3539.25,658.82,2328950.33
2019-01-23 07-PM,BTCUSD,3579.17,3579.17,3534.68,3534.69,863.25,3071794.08
2019-01-23 06-PM,BTCUSD,3570.16,3581.27,3562.39,3579.17,425.52,1518931.91
2019-01-23 05-PM,BTCUSD,3572.01,3574.97,3568,3570.16,367.43,1312463.05
2019-01-23 04-PM,BTCUSD,3552.21,3573.03,3550.77,3572.01,235.5,840078.79
2019-01-23 03-PM,BTCUSD,3566.47,3572,3552.21,3552.21,337.13,1202270.13
2019-01-23 02-PM,BTCUSD,3592.03,3614.47,3547.72,3566.47,667.83,2387606.93
2019-01-23 01-PM,BTCUSD,3570.35,3592.03,3570.34,3592.03,243.55,872005.8
2019-01-23 12-PM,BTCUSD,3578.59,3578.59,3570.34,3570.35,149.92,535775.97
2019-01-23 11-AM,BTCUSD,3569.75,3579.79,3569.74,3578.59,160.1,572811.74
2019-01-23 10-AM,BTCUSD,3562.22,3571.4,3557.35,3569.75,99.78,355465.48
2019-01-23 09-AM,BTCUSD,3571.76,3571.76,3561.14,3562.22,85.9,306429.83
2019-01-23 08-AM,BTCUSD,3568.39,3573,3556.43,3571.76,184.48,657876.08
2019-01-23 07-AM,BTCUSD,3579.44,3579.45,3563.92,3568.39,158.43,565637.93
2019-01-23 06-AM,BTCUSD,3580.83,3583.57,3578.93,3579.44,143.49,513776.43
2019-01-23 05-AM,BTCUSD,3573.72,3581.98,3573.72,3580.83,417.35,1493002.58
2019-01-23 04-AM,BTCUSD,3583.02,3583.02,3562.01,3573.72,589.13,2104693.17
2019-01-23 03-AM,BTCUSD,3591.52,3591.84,3580.03,3583.02,153.53,550493.14
2019-01-23 02-AM,BTCUSD,3582.74,3591.87,3582.23,3591.52,360.93,1294434.69
2019-01-23 01-AM,BTCUSD,3582.2,3583.01,3578.16,3582.74,167.57,600106.03
2019-01-23 12-AM,BTCUSD,3577.03,3584.03,3573.96,3582.2,313.38,1121965.97
2019-01-22 11-PM,BTCUSD,3579.9,3580.91,3572.45,3577.03,223.62,800113.07
2019-01-22 10-PM,BTCUSD,3573.64,3581,3571.1,3579.9,306.69,1097332.38
2019-01-22 09-PM,BTCUSD,3586.6,3592.39,3572.43,3573.64,271.26,971234.02
2019-01-22 08-PM,BTCUSD,3578,3590.01,3577.99,3586.6,297.68,1066908.39
2019-01-22 07-PM,BTCUSD,3589.99,3611.5,3573,3578,780.84,2802676.42
2019-01-22 06-PM,BTCUSD,3585.84,3589.99,3577,3589.99,446.47,1600179.48
2019-01-22 05-PM,BTCUSD,3582.01,3588,3575,3585.84,471.35,1688285.07
2019-01-22 04-PM,BTCUSD,3581,3594,3571.79,3582.01,435.12,1558190.12
2019-01-22 03-PM,BTCUSD,3567,3593.3,3560.7,3581,337.69,1207431.0
2019-01-22 02-PM,BTCUSD,3554.79,3581.08,3553,3567,481.08,1715774.68
2019-01-22 01-PM,BTCUSD,3555.3,3563.98,3546,3554.79,347.99,1236071.06
2019-01-22 12-PM,BTCUSD,3543.95,3585.18,3523.32,3555.3,823.95,2926250.93
2019-01-22 11-AM,BTCUSD,3519.72,3544.04,3425,3543.95,1449.97,5043916.8
2019-01-22 10-AM,BTCUSD,3514.11,3528.85,3504.54,3519.72,182.53,641890.35
2019-01-22 09-AM,BTCUSD,3532.99,3532.99,3514.11,3514.11,97.88,344876.48
2019-01-22 08-AM,BTCUSD,3522.72,3532.99,3521.48,3532.99,78.75,277916.88
2019-01-22 07-AM,BTCUSD,3521.2,3523.77,3515.61,3522.72,135.85,478167.52
2019-01-22 06-AM,BTCUSD,3529.56,3529.56,3520.61,3521.2,109.93,387469.94
2019-01-22 05-AM,BTCUSD,3528.52,3532.5,3526,3529.56,166.56,587769.8
2019-01-22 04-AM,BTCUSD,3536.17,3540,3528.13,3528.52,244.98,865576.16
2019-01-22 03-AM,BTCUSD,3537.01,3538.51,3530.02,3536.17,197.92,699296.88
2019-01-22 02-AM,BTCUSD,3537.99,3557.11,3534.84,3537.01,337.17,1194621.22
2019-01-22 01-AM,BTCUSD,3539.35,3540.83,3536.36,3537.99,219.69,777542.58
2019-01-22 12-AM,BTCUSD,3531.76,3540,3531.18,3539.35,227.7,805512.13
2019-01-21 11-PM,BTCUSD,3531,3539,3530.45,3531.76,285.54,1009718.37
2019-01-21 10-PM,BTCUSD,3519.53,3531,3487.37,3531,543.72,1908265.28
2019-01-21 09-PM,BTCUSD,3539.31,3542,3519.49,3519.53,299.89,1059862.03
2019-01-21 08-PM,BTCUSD,3539.01,3539.8,3536.39,3539.31,161.74,572293.36
2019-01-21 07-PM,BTCUSD,3543,3548,3539,3539.01,231.81,821449.08
2019-01-21 06-PM,BTCUSD,3543.91,3544,3535.24,3543,275.2,974008.94
2019-01-21 05-PM,BTCUSD,3546.09,3547.72,3538.84,3543.91,286.52,1015178.05
2019-01-21 04-PM,BTCUSD,3538.32,3546.1,3536.83,3546.09,223.53,791568.37
2019-01-21 03-PM,BTCUSD,3536.2,3542.39,3530,3538.32,375.77,1328761.63
2019-01-21 02-PM,BTCUSD,3541.78,3545.01,3531.24,3536.2,283.19,1002462.25
2019-01-21 01-PM,BTCUSD,3545.67,3568.95,3540,3541.78,344.02,1222125.1
2019-01-21 12-PM,BTCUSD,3549.21,3549.22,3537.83,3545.67,123.15,436214.5
2019-01-21 11-AM,BTCUSD,3538.71,3555.14,3535.45,3549.21,120.16,425552.9
2019-01-21 10-AM,BTCUSD,3526.09,3556.01,3524.02,3538.71,310.13,1098297.03
2019-01-21 09-AM,BTCUSD,3529.27,3538.52,3524,3526.09,187.08,660409.97
2019-01-21 08-AM,BTCUSD,3532.77,3534.55,3523.23,3529.27,64.69,228284.41
2019-01-21 07-AM,BTCUSD,3533.57,3533.57,3527.09,3532.77,83.26,293925.52
2019-01-21 06-AM,BTCUSD,3533.48,3542.33,3531.07,3533.57,133.91,473341.94
2019-01-21 05-AM,BTCUSD,3530.51,3533.48,3524.68,3533.48,153.73,542322.52
2019-01-21 04-AM,BTCUSD,3537.5,3537.5,3508.21,3530.51,333.67,1175904.14
2019-01-21 03-AM,BTCUSD,3537.71,3537.71,3517.5,3537.5,275.88,973827.2
2019-01-21 02-AM,BTCUSD,3538.27,3543.78,3536.53,3537.71,240.12,850159.72
2019-01-21 01-AM,BTCUSD,3536.89,3540,3534.29,3538.27,305.82,1081848.68
2019-01-21 12-AM,BTCUSD,3536.19,3549.71,3532.77,3536.89,598.4,2119982.43
2019-01-20 11-PM,BTCUSD,3547.01,3547.01,3533,3536.19,428.12,1514932.97
2019-01-20 10-PM,BTCUSD,3539.21,3550,3539.2,3547.01,196.84,698154.17
2019-01-20 09-PM,BTCUSD,3533.75,3544.08,3531.64,3539.21,229.71,812577.82
2019-01-20 08-PM,BTCUSD,3520,3547.42,3517.57,3533.75,447.74,1577910.46
2019-01-20 07-PM,BTCUSD,3519.11,3520,3517,3520,231.6,815003.29
2019-01-20 06-PM,BTCUSD,3520.01,3524.52,3517,3519.11,223.77,787760.94
2019-01-20 05-PM,BTCUSD,3527.24,3527.24,3510,3520.01,405.18,1426031.99
2019-01-20 04-PM,BTCUSD,3521,3529,3507.86,3527.24,302.03,1064308.0
2019-01-20 03-PM,BTCUSD,3524.43,3529.19,3509,3521,381.45,1343107.47
2019-01-20 02-PM,BTCUSD,3525.01,3531.05,3517.88,3524.43,319.75,1127465.21
2019-01-20 01-PM,BTCUSD,3514.01,3527.82,3503.48,3525.01,380.82,1339508.69
2019-01-20 12-PM,BTCUSD,3588.06,3593.64,3481.01,3514.01,890.12,3135179.19
2019-01-20 11-AM,BTCUSD,3690,3690,3580.5,3588.06,856.76,3109981.2
2019-01-20 10-AM,BTCUSD,3692,3692.02,3689.11,3690,84.88,313173.98
2019-01-20 09-AM,BTCUSD,3691.85,3700.24,3689.5,3692,124.61,460202.64
2019-01-20 08-AM,BTCUSD,3689.4,3692,3687.26,3691.85,145.58,537061.01
2019-01-20 07-AM,BTCUSD,3687.06,3690,3687.06,3689.4,90.58,334182.71
2019-01-20 06-AM,BTCUSD,3690.5,3690.5,3685.05,3687.06,148.85,548991.9
2019-01-20 05-AM,BTCUSD,3697.42,3697.42,3690,3690.5,155.11,572716.73
2019-01-20 04-AM,BTCUSD,3696.07,3700,3695.51,3697.42,129.76,479836.11
2019-01-20 03-AM,BTCUSD,3695.53,3699.35,3695.51,3696.07,102.69,379701.31
2019-01-20 02-AM,BTCUSD,3696.13,3699,3695.51,3695.53,117.6,434795.67
2019-01-20 01-AM,BTCUSD,3687.99,3703.39,3687.98,3696.13,178.43,659534.04
2019-01-20 12-AM,BTCUSD,3682.65,3688.18,3677.16,3687.99,149.46,550405.63
2019-01-19 11-PM,BTCUSD,3697.2,3699.89,3682.24,3682.65,207.91,767281.03
2019-01-19 10-PM,BTCUSD,3702.92,3706.49,3695,3697.2,195.5,723725.16
